### This is the row corrosion data obtained from field exposure experiments.
### The Authors is Yucheng Ji, Ni Li, Zhanming Cheng, Xiaoqian Fu, Min Ao, Menglin Li, Xiaoguang Sun, Thee Chowwanonthapunya, 
### Dawei Zhang, Kui Xiao, Jingli Ren, Poulumi Dey, Xiaoguang Li, Chaofang Dong*
### The corresponding author is Prof. Chaofang Dong (cfdong@ustb.edu.cn)
### The X are Al, Zn, Mg, Cu, Si, Fe, Mn, Cr, Ti, Other, Time, Temperature, Rainfall, pH, Cl,
### The last column is corroison rate 
### -----------------------------Under is the data-------------------------------------- ###

96.53	0.25	1.00	0.28	0.60	0.70	0.15	0.20	0.15	0.15	5.00	6.40	432.00	6.55	0.00	0.01
96.53	0.25	1.00	0.28	0.60	0.70	0.15	0.20	0.15	0.15	1.00	6.15	40.00	7.30	0.01	0.18
96.53	0.25	1.00	0.28	0.60	0.70	0.15	0.20	0.15	0.15	2.00	6.15	40.00	7.30	0.01	0.02
96.53	0.25	1.00	0.28	0.60	0.70	0.15	0.20	0.15	0.15	5.00	6.15	40.00	7.30	0.01	0.02
96.53	0.25	1.00	0.28	0.60	0.70	0.15	0.20	0.15	0.15	1.00	-0.45	357.00	7.05	0.00	0.15
96.53	0.25	1.00	0.28	0.60	0.70	0.15	0.20	0.15	0.15	2.00	-0.45	357.00	7.05	0.00	0.02
96.53	0.25	1.00	0.28	0.60	0.70	0.15	0.20	0.15	0.15	5.00	-0.45	357.00	7.05	0.00	0.01
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	1.00	22.70	2051.50	4.80	0.17	17.61
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	2.00	22.70	2051.50	4.80	0.17	2.76
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	5.00	22.70	2051.50	4.80	0.17	1.56
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	1.00	6.40	432.00	6.55	0.00	0.27
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	2.00	6.40	432.00	6.55	0.00	0.02
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	5.00	6.40	432.00	6.55	0.00	0.02
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	1.00	6.15	40.00	7.30	0.01	0.50
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	2.00	6.15	40.00	7.30	0.01	0.01
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	5.00	6.15	40.00	7.30	0.01	0.08
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	1.00	-0.45	357.00	7.05	0.00	0.71
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	2.00	-0.45	357.00	7.05	0.00	0.00
88.63	6.20	2.25	2.30	0.12	0.15	0.10	0.04	0.06	0.15	5.00	-0.45	357.00	7.05	0.00	0.01
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	1.00	22.70	2051.50	4.80	0.17	0.86
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	2.00	22.70	2051.50	4.80	0.17	0.51
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	3.00	22.70	2051.50	4.80	0.17	0.70
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	5.00	22.70	2051.50	4.80	0.17	0.75
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	1.00	22.35	856.00	5.45	0.01	0.48
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	2.00	22.35	856.00	5.45	0.01	0.36
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	3.00	22.35	856.00	5.45	0.01	0.41
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	5.00	22.35	856.00	5.45	0.01	0.22
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	1.00	-0.45	357.00	7.05	0.00	0.44
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	2.00	-0.45	357.00	7.05	0.00	0.24
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	3.00	-0.45	357.00	7.05	0.00	0.18
93.00	0.20	5.15	0.10	0.50	0.50	0.45	0.00	0.00	0.10	5.00	-0.45	357.00	7.05	0.00	0.09
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	1.00	9.35	556.00	6.00	0.01	0.04
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	3.00	9.35	556.00	6.00	0.01	0.02
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	6.00	9.35	556.00	6.00	0.01	0.02
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	1.00	22.70	2051.50	4.80	0.17	0.33
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	3.00	22.70	2051.50	4.80	0.17	0.96
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	6.00	22.70	2051.50	4.80	0.17	0.24
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	1.00	22.35	856.00	5.45	0.01	0.67
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	3.00	22.35	856.00	5.45	0.01	0.41
91.95	0.25	1.50	4.35	0.50	0.50	0.60	0.10	0.15	0.10	6.00	22.35	856.00	5.45	0.01	0.37
94.35	0.30	0.60	2.20	0.95	0.70	0.60	0.00	0.15	0.15	0.50	21.35	1277.50	6.10	0.00	1.00
94.35	0.30	0.60	2.20	0.95	0.70	0.60	0.00	0.15	0.15	1.00	21.35	1277.50	6.10	0.00	5.10
94.35	0.30	0.60	2.20	0.95	0.70	0.60	0.00	0.15	0.15	2.00	21.35	1277.50	6.10	0.00	0.70
94.35	0.30	0.60	2.20	0.95	0.70	0.60	0.00	0.15	0.15	3.00	21.35	1277.50	6.10	0.00	1.00
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	1.00	22.35	856.00	5.45	0.01	0.97
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	2.00	22.35	856.00	5.45	0.01	0.20
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	3.00	22.35	856.00	5.45	0.01	0.42
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	5.00	22.35	856.00	5.45	0.01	0.21
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	1.00	-0.45	357.00	7.05	0.00	0.14
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	2.00	-0.45	357.00	7.05	0.00	0.02
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	3.00	-0.45	357.00	7.05	0.00	0.03
92.75	0.10	1.50	4.35	0.20	0.30	0.60	0.00	0.10	0.10	5.00	-0.45	357.00	7.05	0.00	0.11
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	1.00	9.35	556.00	6.00	0.01	0.05
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	3.00	9.35	556.00	6.00	0.01	0.02
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	6.00	9.35	556.00	6.00	0.01	0.03
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	1.00	22.70	2051.50	4.80	0.17	0.50
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	3.00	22.70	2051.50	4.80	0.17	0.13
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	6.00	22.70	2051.50	4.80	0.17	0.27
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	1.00	22.35	856.00	5.45	0.01	0.70
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	3.00	22.35	856.00	5.45	0.01	0.70
96.83	0.20	0.68	0.40	0.85	0.50	0.13	0.13	0.15	0.15	6.00	22.35	856.00	5.45	0.01	0.40
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	1.00	22.70	2051.50	4.80	0.17	1.34
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	2.00	22.70	2051.50	4.80	0.17	0.85
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	1.00	6.40	432.00	6.55	0.00	0.07
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	2.00	6.40	432.00	6.55	0.00	0.05
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	1.00	6.15	40.00	7.30	0.01	0.15
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	2.00	6.15	40.00	7.30	0.01	0.09
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	1.00	-0.45	357.00	7.05	0.00	0.10
89.80	5.70	2.25	1.55	0.10	0.12	0.06	0.22	0.06	0.15	2.00	-0.45	357.00	7.05	0.00	0.06
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	1.00	9.35	556.00	6.00	0.01	0.17
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	3.00	9.35	556.00	6.00	0.01	0.08
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	6.00	9.35	556.00	6.00	0.01	0.05
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	1.00	22.70	2051.50	4.80	0.17	0.97
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	3.00	22.70	2051.50	4.80	0.17	0.64
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	6.00	22.70	2051.50	4.80	0.17	0.37
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	1.00	22.35	856.00	5.45	0.01	0.73
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	3.00	22.35	856.00	5.45	0.01	0.78
88.18	6.00	2.30	1.70	0.50	0.50	0.40	0.18	0.10	0.15	6.00	22.35	856.00	5.45	0.01	0.67
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	1.00	22.70	2051.50	4.80	0.17	15.42
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	2.00	22.70	2051.50	4.80	0.17	6.73
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	3.00	22.70	2051.50	4.80	0.17	5.03
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	4.00	22.70	2051.50	4.80	0.17	6.33
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	5.00	22.70	2051.50	4.80	0.17	5.67
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	1.00	22.35	856.00	5.45	0.01	2.12
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	2.00	22.35	856.00	5.45	0.01	0.64
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	3.00	22.35	856.00	5.45	0.01	0.39
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	5.00	22.35	856.00	5.45	0.01	0.51
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	1.00	-0.45	357.00	7.05	0.00	0.13
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	2.00	-0.45	357.00	7.05	0.00	0.06
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	3.00	-0.45	357.00	7.05	0.00	0.05
88.77	5.60	2.50	1.60	0.50	0.50	0.15	0.23	0.10	0.05	5.00	-0.45	357.00	7.05	0.00	0.05
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	1.00	22.70	2051.50	4.80	0.17	14.78
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	2.00	22.70	2051.50	4.80	0.17	4.49
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	5.00	22.70	2051.50	4.80	0.17	2.05
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	1.00	6.40	432.00	6.55	0.00	0.22
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	2.00	6.40	432.00	6.55	0.00	0.01
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	5.00	6.40	432.00	6.55	0.00	0.01
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	1.00	6.15	40.00	7.30	0.01	0.25
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	2.00	6.15	40.00	7.30	0.01	0.11
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	5.00	6.15	40.00	7.30	0.01	0.08
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	1.00	-0.45	357.00	7.05	0.00	0.21
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	2.00	-0.45	357.00	7.05	0.00	0.01
88.72	7.60	1.60	1.60	0.05	0.08	0.10	0.05	0.05	0.15	5.00	-0.45	357.00	7.05	0.00	0.02
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	1.00	22.35	856.00	5.45	0.01	0.30
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	2.00	22.35	856.00	5.45	0.01	0.18
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	3.00	22.35	856.00	5.45	0.01	0.18
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	5.00	22.35	856.00	5.45	0.01	0.07
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	1.00	-0.45	357.00	7.05	0.00	0.09
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	2.00	-0.45	357.00	7.05	0.00	0.01
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	3.00	-0.45	357.00	7.05	0.00	0.03
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	5.00	-0.45	357.00	7.05	0.00	0.05
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	1.00	22.70	2051.50	4.80	0.17	3.21
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	2.00	22.70	2051.50	4.80	0.17	2.32
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	3.00	22.70	2051.50	4.80	0.17	1.97
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	5.00	22.70	2051.50	4.80	0.17	1.51
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	1.00	9.35	556.00	6.00	0.01	0.33
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	2.00	9.35	556.00	6.00	0.01	0.13
89.40	5.75	2.30	1.70	0.05	0.15	0.40	0.18	0.03	0.05	3.00	9.35	556.00	6.00	0.01	0.11
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	1.00	22.70	2051.50	4.80	0.17	4.90
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	2.00	22.70	2051.50	4.80	0.17	3.56
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	1.00	6.40	432.00	6.55	0.00	0.11
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	2.00	6.40	432.00	6.55	0.00	0.00
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	1.00	6.15	40.00	7.30	0.01	0.35
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	2.00	6.15	40.00	7.30	0.01	0.11
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	1.00	-0.45	357.00	7.05	0.00	0.12
88.24	6.50	2.40	2.20	0.12	0.15	0.10	0.04	0.10	0.15	2.00	-0.45	357.00	7.05	0.00	0.01
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	1.00	9.35	556.00	6.00	0.01	0.09
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	3.00	9.35	556.00	6.00	0.01	0.31
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	6.00	9.35	556.00	6.00	0.01	0.04
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	1.00	22.70	2051.50	4.80	0.17	0.33
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	3.00	22.70	2051.50	4.80	0.17	0.13
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	6.00	22.70	2051.50	4.80	0.17	0.25
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	1.00	22.35	856.00	5.45	0.01	0.56
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	3.00	22.35	856.00	5.45	0.01	0.48
95.85	0.00	2.40	0.10	0.40	0.40	0.28	0.28	0.15	0.15	6.00	22.35	856.00	5.45	0.01	0.46
